Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.799231397540374e7,4747.333780579666,0.9135700887628263
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,94168.05063660312,191.53556797286532,0.056124184054706615
NaturalGas_CTAvgCF_Moderate,1,148678.20623209735,746.8485184137776,0.022725355347491455
NaturalGas_CCCCSAvgCF_Moderate,1,3.9831132115811333e6,2052.841697039852,0.22149457001430592
NaturalGas_CCS100_Moderate,1,1.4126914712905843e7,2675.3639478283885,0.6027820993162699
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.9754455964732643e6,1004.3153325029706,0.2245385297662101
UtilityPV_Class1_Moderate_100_0.2,1,4.18311257263523e7,16753.8715831064,0.28502323413059183
Liion_Moderate,1,1.1968787536482107e7,9908.358528942543,0.0
TEGS,1,187129.98061368152,9728.742873187079,0.0
