Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.7034048945908241e6,1119.6745282660113,0.1736688730777016
NaturalGas_CTAvgCF_Moderate,1,524717.8189254936,1150.28862412315,0.05207327373470971
NaturalGas_CCCCSAvgCF_Moderate,1,4.575443565970535e7,7776.973690803677,0.6716120307504745
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,2.3646862246096134e-11,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.0481564718227548e6,530.8327676523429,0.22540538672046329
UtilityPV_Class1_Moderate_100_0.2,1,5.259806897551354e7,21052.911155152648,0.2852026367855023
Liion_Moderate,1,1.2861491724789726e7,10607.391816882564,0.0
TEGS,1,383260.4623774735,11896.713873010958,0.0
