Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
ERC_REST_biomass_1,1,0,0.0,32378.83718623619,32378.83718623619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_REST_conventional_hydroelectric_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,0,0.0,3744.8106263369864,3744.8106263369864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCCCSAvgCF_Moderate,1,0,0.0,13941.041150396766,13941.041150396766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCS100_Moderate,1,0,0.0,9639.321025869234,9639.321025869234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_nuclear_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,0,0.0,15118.872259308577,15118.872259308577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UtilityPV_Class1_Moderate_100_0.2,1,0,0.0,87995.90011882932,87995.90011882932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liion_Moderate,1,0,0.0,33479.45053940857,33479.45053940857,0.0,0.0,133917.8021576343,133917.8021576343,0.0,0.0,0.0,0.0
TEGS,1,0,0.0,27073.738767525134,27073.738767525134,0.0,0.0,29412.453462905847,29412.453462905847,0.0,0.0,0.0,0.0
Total,n/a,0,0.0,223371.97167391077,223371.97167391077,0.0,0.0,163330.25562054012,163330.25562054012,0.0,0.0,0.0,0.0
