Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.663694340317329e6,1097.707816656086,0.17301456941451876
NaturalGas_CTAvgCF_Moderate,1,533011.2935146204,1188.5496866701606,0.05119351656463891
NaturalGas_CCCCSAvgCF_Moderate,1,4.6049424842164055e7,7800.970123139937,0.673862811266017
NaturalGas_CCS100_Moderate,1,1.7640477663012494e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.1079266773275454e6,561.3733533307391,0.2252968498528595
UtilityPV_Class1_Moderate_100_0.2,1,5.211960845835766e7,20861.86212942337,0.28519635284962247
Liion_Moderate,1,1.2776972871137545e7,10570.982842548738,0.0
TEGS,1,308172.71479866,11723.782633834013,0.0
