Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.114554268083173e7,3647.3838270693964,0.9747883456310128
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,103884.26877198412,207.4710724243765,0.057159461570937736
NaturalGas_CTAvgCF_Moderate,1,55288.28499216483,232.26979537364252,0.027172917805835868
NaturalGas_CCCCSAvgCF_Moderate,1,5.232716803425497e6,2492.049137454263,0.2396991663887778
NaturalGas_CCS100_Moderate,1,1.527614917198499e7,2935.281061912697,0.5941007380286204
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.238542115219767e6,627.2524728420137,0.22540538672043328
UtilityPV_Class1_Moderate_100_0.2,1,5.3352160803269714e7,21354.74406578608,0.2852026367855023
Liion_Moderate,1,1.3078117567652375e7,10445.59765697249,0.0
TEGS,1,2.634547276791182e6,15375.720110029128,0.0
