Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6416093499721515e8,32241.5282711716,0.9352955487335723
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0730609350864096e6,3736.855272319948,0.032780381258632335
NaturalGas_CCCCSAvgCF_Moderate,1,2.700520886395501e7,13972.26230893006,0.2206361669881169
NaturalGas_CCS100_Moderate,1,4.8781911729291186e7,9626.407196351796,0.5784828411094748
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.56012562372139e7,15381.659839948206,0.2642153310502282
UtilityPV_Class1_Moderate_100_0.2,1,1.684719915874049e8,88297.21285435667,0.21780939497716895
Liion_Moderate,1,4.243719792437296e7,33585.61794561838,0.0
TEGS,1,422565.20611782616,32051.982454400128,0.0
