Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6433418459134233e8,31683.12145714623,0.9524041142264437
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.085550486588411e6,3752.7914090281633,0.03302109680948819
NaturalGas_CCCCSAvgCF_Moderate,1,2.6827066255080428e7,13924.503047785227,0.21993247983287098
NaturalGas_CCS100_Moderate,1,4.966680782025529e7,9865.48038318287,0.5747035825833005
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.727984183728695e7,16106.899211854692,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.7022931691116887e8,89218.23792626741,0.21780939497716897
Liion_Moderate,1,4.291064462530341e7,33917.24126029244,0.0
TEGS,1,1.4090275841816973e6,43497.27395020552,0.0
