Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.960625930446321e6,2865.7923221879937,0.35693532136154066
NaturalGas_CTAvgCF_Moderate,1,751382.4030597773,1099.0339195632998,0.07804513163589569
NaturalGas_CCCCSAvgCF_Moderate,1,3.7899872486317754e7,5857.58057819738,0.7386103194230156
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,583964.7646677076,295.7455690759806,0.22540538672054738
UtilityPV_Class1_Moderate_100_0.2,1,5.486831128762257e7,21961.598691186533,0.2852026367855023
Liion_Moderate,1,1.2799295705154408e7,10003.264327138475,0.0
TEGS,1,1.216896074968708e6,12928.446894547447,0.0
