Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6470365493131256e8,32353.42274261658,0.9339757480116002
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.081583597046087e6,3754.7479900283465,0.03288328470493373
NaturalGas_CCCCSAvgCF_Moderate,1,2.6884489456926268e7,13927.240392243502,0.2203599248187789
NaturalGas_CCS100_Moderate,1,4.885585042307613e7,9644.550573535593,0.5782697526708964
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.507841812039025e7,15155.76561838604,0.2642153310502283
UtilityPV_Class1_Moderate_100_0.2,1,1.679902770770175e8,88044.74329987502,0.21780939497716892
Liion_Moderate,1,4.232456072948468e7,33503.67971581364,0.0
TEGS,1,326173.94035777426,30711.606206823923,0.0
