Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.584502345516354e7,4331.790914433211,0.9446203049794324
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,125749.28288276454,256.120454571491,0.05604761631541309
NaturalGas_CTAvgCF_Moderate,1,104859.80494584482,571.6997492800595,0.020938083991328144
NaturalGas_CCCCSAvgCF_Moderate,1,4.284029567733051e6,2179.9718602168355,0.22433522199399367
NaturalGas_CCS100_Moderate,1,1.4649943817717094e7,2795.94660791376,0.5981401830019184
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.8961280045372795e6,961.4086615489687,0.22514147959281627
UtilityPV_Class1_Moderate_100_0.2,1,4.593077643550021e7,18386.51573249996,0.2851676410802016
Liion_Moderate,1,1.2474361938118061e7,10141.413043475732,0.0
TEGS,1,938145.9668011989,12700.612775163827,0.0
