Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.1145542680831365e7,3647.383827069361,0.9747883456310107
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,103884.2687719902,207.47107242437355,0.05715946157094189
NaturalGas_CTAvgCF_Moderate,1,55288.284992149966,232.2697953736376,0.02717291780582914
NaturalGas_CCCCSAvgCF_Moderate,1,5.232716803425661e6,2492.049137454276,0.23969916638878402
NaturalGas_CCS100_Moderate,1,1.5276149171985077e7,2935.2810619127044,0.5941007380286223
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.2385421152198266e6,627.2524728420417,0.22540538672043406
UtilityPV_Class1_Moderate_100_0.2,1,5.3352160803269915e7,21354.74406578616,0.28520263678550234
Liion_Moderate,1,1.3078117567652445e7,10445.597656972552,0.0
TEGS,1,2.634547276791194e6,15375.720110029193,0.0
