Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.519636223916233e6,1014.0075456237989,0.17107807090157282
NaturalGas_CTAvgCF_Moderate,1,562071.9996622269,1354.940602871438,0.04735519043794144
NaturalGas_CCCCSAvgCF_Moderate,1,4.711803689467862e7,7921.522041851791,0.6790073052364562
NaturalGas_CCS100_Moderate,1,-3.897184797096998e-12,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.5418710609501193e6,794.396667717718,0.22156774486017544
UtilityPV_Class1_Moderate_100_0.2,1,4.9948531238126464e7,20078.123044299176,0.2839850674816417
Liion_Moderate,1,1.212837929249398e7,10105.229520353387,0.0
TEGS,1,89537.72616516834,11075.430444725074,0.0
