Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.441383853965374e7,4119.088853737012,0.9537352848494374
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,110151.47382592484,223.88705423178553,0.056163895681045586
NaturalGas_CTAvgCF_Moderate,1,103493.47658952815,532.026121366115,0.022206285250155822
NaturalGas_CCCCSAvgCF_Moderate,1,4.47086902444977e6,2262.179357112941,0.22561127821376836
NaturalGas_CCS100_Moderate,1,1.4928476461410815e7,2865.3515971300367,0.5947486449202302
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.9193868088001425e6,972.1768581225685,0.225378830369915
UtilityPV_Class1_Moderate_100_0.2,1,4.783641816517587e7,19147.012071508183,0.2852026367855023
Liion_Moderate,1,1.2668083569502026e7,10235.17535631796,0.0
TEGS,1,1.2892485417548213e6,13233.13270734001,0.0
