Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,2.259685912146446e6,1318.2459103909202,0.1956804953983208
NaturalGas_CTAvgCF_Moderate,1,463968.42738583364,724.5081030866837,0.07310398893308732
NaturalGas_CCCCSAvgCF_Moderate,1,4.081356812320724e7,7308.833043603424,0.6374592347769035
NaturalGas_CCS100_Moderate,1,3.1388225352202426e-11,0.0,0.0
NENGREST_nuclear_1,1,3.3651303965598345e-11,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.1605411224798034e6,587.7493223401459,0.22540538672048097
UtilityPV_Class1_Moderate_100_0.2,1,6.155326577991706e7,24637.31960154978,0.2852026367855032
Liion_Moderate,1,1.2188027536611136e7,9544.388267552855,0.0
TEGS,1,3.357264062027263e6,15498.218139765808,0.0
