Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,7.862543016495274e-12,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.0136690743653744e7,3621.982977852364,0.319481478698769
NaturalGas_CTAvgCF_Moderate,1,514565.38182477874,640.9405643473528,0.09164709437726054
NaturalGas_CCCCSAvgCF_Moderate,1,2.8814185654798012e7,4706.485816075945,0.6988846303599929
NaturalGas_CCS100_Moderate,1,-9.133251447861721e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.6976653630413183e6,859.7727795771884,0.22540538672043167
UtilityPV_Class1_Moderate_100_0.2,1,7.15731977053417e7,28647.89909078639,0.28520263678550223
Liion_Moderate,1,1.0392428478414178e7,7923.69860704223,0.0
TEGS,1,8.090707910371833e6,36888.77408578976,0.0
