Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6117279041585886e8,30339.099866488647,0.9827003969288505
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,975323.9060116248,3590.959996971693,0.031005175643563334
NaturalGas_CCCCSAvgCF_Moderate,1,2.83858131965075e7,14389.751667468885,0.22518732144836828
NaturalGas_CCS100_Moderate,1,4.667699812027374e7,9381.686141795512,0.5679602112476814
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.6747966018565714e7,15877.100216387998,0.2642153310502283
UtilityPV_Class1_Moderate_100_0.2,1,1.8583006537855804e8,97394.68669459388,0.21780939497716892
Liion_Moderate,1,4.690983850839396e7,36532.40939520394,0.0
TEGS,1,5.353260794923908e6,68339.70094989853,0.0
