Unnamed: 0.1,Unnamed: 0,Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,float_offshore_wind_2,commercial_pv_2,residential_pv_2
0,0,1,0.262,1,0.0,0.5050041018653467,1,0.7308664342002306,1,1,0.552743642,1,1,0.7308664342002306,0.0,0.0
1,1,2,0.262,1,0.0,0.5554051332191294,1,0.7385316816210783,1,1,0.552743642,1,1,0.7385316816210783,0.0,0.0
2,2,3,0.262,1,0.0,0.5243788356647433,1,0.7638476750316512,1,1,0.552743642,1,1,0.7638476750316512,0.0,0.0
3,3,4,0.262,1,0.0,0.5371343043572112,1,0.6515393935421991,1,1,0.552743642,1,1,0.6515393935421991,0.0,0.0
4,4,5,0.262,1,0.0,0.3944007316003795,1,0.4162598423698802,1,1,0.552743642,1,1,0.4162598423698802,0.0,0.0
5,5,6,0.262,1,0.0,0.3534455109134393,1,0.285318222612001,1,1,0.552743642,1,1,0.285318222612001,0.0,0.0
6,6,7,0.262,1,0.0,0.4188322929072701,1,0.1891693374087207,1,1,0.552743642,1,1,0.1891693374087207,0.0,0.0
7,7,8,0.262,1,0.042775498653119,0.2612994165524112,1,0.144509302997404,1,1,0.552743642,1,1,0.144509302997404,0.02505422063968398,0.022762676068981177
8,8,9,0.262,1,0.2800572461453722,0.2189597914812621,1,0.1545289275728949,1,1,0.552743642,1,1,0.1545289275728949,0.16403352988514655,0.14903046312735874
9,9,10,0.262,1,0.4923667934169743,0.1901555426001899,1,0.0941557263838952,1,1,0.552743642,1,1,0.0941557263838952,0.2883862647156563,0.26200947221117554
10,10,11,0.262,1,0.7070046388458824,0.0678384378209566,1,0.0872790680431691,1,1,0.552743642,1,1,0.0872790680431691,0.4141027170383025,0.3762274685287016
11,11,12,0.262,1,0.8256,0.00914166,1,0.1149863799150132,1,1,0.552743642,1,1,0.1149863799150132,0.4835657142857142,0.43933714285714276
12,12,13,0.262,1,0.8180401344576613,0.03726486,1,0.155488228682412,1,1,0.552743642,1,1,0.155488228682412,0.4791377930394873,0.4353142144078268
13,13,14,0.262,1,0.5066539719441674,0.115193741774288,1,0.2079859723069524,1,1,0.552743642,1,1,0.2079859723069524,0.2967544692815837,0.26961229221314614
14,14,15,0.262,1,0.3350725362860602,0.2656701587199656,1,0.3152989934978467,1,1,0.552743642,1,1,0.3152989934978467,0.1962567712532638,0.1783064568093677
15,15,16,0.262,1,0.2196508800165905,0.4039811577035233,1,0.6021940058938928,1,1,0.552743642,1,1,0.6021940058938928,0.12865265829543157,0.11688564686597135
16,16,17,0.262,1,0.0,0.4164815928349155,1,0.7990109528756997,1,1,0.552743642,1,1,0.7990109528756997,0.0,0.0
17,17,18,0.262,1,0.0,0.512802091757268,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
18,18,19,0.262,1,0.0,0.5433021023994621,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
19,19,20,0.262,1,0.0,0.5826620385069228,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
20,20,21,0.262,1,0.0,0.6718349963236802,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
21,21,22,0.262,1,0.0,0.6764174553545799,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
22,22,23,0.262,1,0.0,0.627430887768404,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
23,23,24,0.262,1,0.0,0.5970138290752761,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
24,24,25,0.262,1,0.0,0.5743562985069228,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
25,25,26,0.262,1,0.0,0.5776983849563552,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
26,26,27,0.262,1,0.0,0.5066101656063255,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
27,27,28,0.262,1,0.0,0.391192036221287,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
28,28,29,0.262,1,0.0,0.4098257979413938,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
29,29,30,0.262,1,0.0,0.4179398986238692,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
30,30,31,0.262,1,0.0,0.4012709785945093,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
31,31,32,0.262,1,0.0450201416673189,0.4099559905453454,1,0.81,1,1,0.552743642,1,1,0.81,0.026368940119429637,0.02395714681582327
32,32,33,0.262,1,0.0115969523689484,0.3957098891936716,1,0.81,1,1,0.552743642,1,1,0.81,0.006792500673241205,0.006171235367761826
33,33,34,0.262,1,0.1184254622950476,0.3703842429727487,1,0.81,1,1,0.552743642,1,1,0.81,0.06936348505852788,0.06301926386415033
34,34,35,0.262,1,0.1272600630188496,0.422339878077889,1,0.81,1,1,0.552743642,1,1,0.81,0.07453803691104047,0.06772053353503066
35,35,36,0.262,1,0.6587122137845509,0.5417496630478723,1,0.81,1,1,0.552743642,1,1,0.81,0.38581715378809406,0.35052899947820737
36,36,37,0.262,1,0.7967538089321831,0.6716947880502804,1,0.81,1,1,0.552743642,1,1,0.81,0.46667008808885,0.4239868483246259
37,37,38,0.262,1,0.1426184808988799,0.5019104620809735,1,0.81,1,1,0.552743642,1,1,0.81,0.08353368166934394,0.07589340590690394
38,38,39,0.262,1,0.5762842419118261,0.557757607612718,1,0.81,1,1,0.552743642,1,1,0.81,0.3375379131197838,0.30666554301736454
39,39,40,0.262,1,0.2832651441415221,0.539878022625844,1,0.81,1,1,0.552743642,1,1,0.81,0.16591244156860577,0.1507375231324528
40,40,41,0.262,1,0.0,0.4633605116942376,1,0.81,1,1,0.552743642,1,1,0.81,0.0,0.0
41,41,42,0.262,1,0.0,0.4257850770695989,1,0.809937505710769,1,1,0.552743642,1,1,0.809937505710769,0.0,0.0
42,42,43,0.262,1,0.0,0.4538502316158025,1,0.8070611546854117,1,1,0.552743642,1,1,0.8070611546854117,0.0,0.0
43,43,44,0.262,1,0.0,0.4071620988426228,1,0.805780714551543,1,1,0.552743642,1,1,0.805780714551543,0.0,0.0
44,44,45,0.262,1,0.0,0.4273488291765158,1,0.808295202060807,1,1,0.552743642,1,1,0.808295202060807,0.0,0.0
45,45,46,0.262,1,0.0,0.4527139842225414,1,0.8079333385447136,1,1,0.552743642,1,1,0.8079333385447136,0.0,0.0
46,46,47,0.262,1,0.0,0.4468971527841815,1,0.8057250432413748,1,1,0.552743642,1,1,0.8057250432413748,0.0,0.0
47,47,48,0.262,1,0.0,0.43756205035145,1,0.7990157344160642,1,1,0.552743642,1,1,0.7990157344160642,0.0,0.0
48,48,49,0.262,1,0.0,0.3789858779032956,1,0.7940996145914925,1,1,0.552743642,1,1,0.7940996145914925,0.0,0.0
49,49,50,0.262,1,0.0,0.4145861487376151,1,0.7808835769065721,1,1,0.552743642,1,1,0.7808835769065721,0.0,0.0
50,50,51,0.262,1,0.0,0.4184198087603643,1,0.793284383018257,1,1,0.552743642,1,1,0.793284383018257,0.0,0.0
51,51,52,0.262,1,0.0,0.3230554651440157,1,0.7003867612859329,1,1,0.552743642,1,1,0.7003867612859329,0.0,0.0
52,52,53,0.262,1,0.0,0.3592022480310708,1,0.7671037604974783,1,1,0.552743642,1,1,0.7671037604974783,0.0,0.0
53,53,54,0.262,1,0.0,0.2738967132034779,1,0.6962624642950064,1,1,0.552743642,1,1,0.6962624642950064,0.0,0.0
54,54,55,0.262,1,0.0,0.3631733827480629,1,0.7380597043607424,1,1,0.552743642,1,1,0.7380597043607424,0.0,0.0
55,55,56,0.262,1,0.0503959947296257,0.3047134510654129,1,0.6735316038395361,1,1,0.552743642,1,1,0.6735316038395361,0.02951765405592362,0.026817868623979384
56,56,57,0.262,1,0.3041724040007641,0.3090456287804184,1,0.502982284057554,1,1,0.552743642,1,1,0.502982284057554,0.17815812234330466,0.16186317212897802
57,57,58,0.262,1,0.5363374129409129,0.2754266000592504,1,0.5966034687348001,1,1,0.552743642,1,1,0.5966034687348001,0.31414048472253464,0.2854081233149857
58,58,59,0.262,1,0.3128671711591939,0.3653505576037144,1,0.5360056922092225,1,1,0.552743642,1,1,0.5360056922092225,0.1832507716789564,0.1664900303668567
59,59,60,0.262,1,0.4226419661871134,0.3968372838652207,1,0.6494023845070489,1,1,0.552743642,1,1,0.6494023845070489,0.2475474373381664,0.2249059034352853
60,60,61,0.262,1,0.8256,0.45474501759283,1,0.6501714699600067,1,1,0.552743642,1,1,0.6501714699600067,0.4835657142857142,0.43933714285714276
