Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,2.0791718674361606e6,1249.5538330660142,0.189946507635647
NaturalGas_CTAvgCF_Moderate,1,491145.8244673518,774.2246643708088,0.07241680292471621
NaturalGas_CCCCSAvgCF_Moderate,1,4.231798293170598e7,7453.169879557272,0.6481564283973876
NaturalGas_CCS100_Moderate,1,-4.816830406481957e-11,0.0,0.0
NENGREST_nuclear_1,1,4.649179380851329e-10,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.1288998691151142e6,571.7247930384733,0.22540538672044177
UtilityPV_Class1_Moderate_100_0.2,1,5.816136394527773e7,23279.67645299806,0.2852026367855023
Liion_Moderate,1,1.2823635608828178e7,10222.457394581681,0.0
TEGS,1,1.9083847188653678e6,16620.2197233619,0.0
