Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.8229525517899364e7,4829.02558232216,0.9037229172059187
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,99731.45715034413,200.09395341494655,0.05689761906048728
NaturalGas_CTAvgCF_Moderate,1,146999.7377794734,748.1675009994289,0.022429191272732067
NaturalGas_CCCCSAvgCF_Moderate,1,3.948652860981179e6,2033.788988736781,0.2216353129613954
NaturalGas_CCS100_Moderate,1,1.402763174796285e7,2653.706659635552,0.6034306087658662
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.8961411750121112e6,965.7456677684372,0.22413196274906474
UtilityPV_Class1_Moderate_100_0.2,1,4.1175532240027755e7,16505.165109697016,0.2847837748067063
Liion_Moderate,1,1.183866110404503e7,9816.486093506606,0.0
TEGS,1,73244.39677758825,6572.082541757765,0.0
