Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,9.419024966490721e6,3141.1625834826687,0.3423035681795788
NaturalGas_CTAvgCF_Moderate,1,601867.0171516503,799.8622547015138,0.08589764061613707
NaturalGas_CCCCSAvgCF_Moderate,1,3.519906902271686e7,5535.712894542139,0.7258610843417717
NaturalGas_CCS100_Moderate,1,-1.24451805183118e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,795075.3466326518,402.661299234088,0.22540538672067062
UtilityPV_Class1_Moderate_100_0.2,1,6.021547991123844e7,24101.85722457513,0.28520263678550223
Liion_Moderate,1,1.194399605292173e7,9195.789928184537,0.0
TEGS,1,3.3003837203223314e6,21241.54531040941,0.0
