Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.65399825461866e8,30973.109897129292,0.9781640858521455
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.054542095933197e6,3812.0075502101267,0.03157955912074664
NaturalGas_CCCCSAvgCF_Moderate,1,2.725860715330388e7,14030.299836467982,0.2217852206740632
NaturalGas_CCS100_Moderate,1,4.7517785472065896e7,9630.069060351245,0.5632778643911666
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.581224820259771e7,15472.819731016974,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.8024195994677505e8,94465.92607323715,0.21780939497716897
Liion_Moderate,1,4.5911739613059886e7,35932.77406586984,0.0
TEGS,1,4.014251116714738e6,63228.39985601374,0.0
