Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,2.695383692477512e7,3438.9418400642794,0.8947292994401564
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,587761.5526418402,673.3544457104744,0.09964450087261731
NaturalGas_CTAvgCF_Moderate,1,299986.52552124544,1001.7401535071311,0.034185549056875
NaturalGas_CCCCSAvgCF_Moderate,1,2.507341457345347e7,5212.451865433786,0.5491200708422548
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.7941910634858522e6,912.6422499316169,0.2244212685348539
UtilityPV_Class1_Moderate_100_0.2,1,4.5269610572299086e7,18145.112989753896,0.2848019611054058
Liion_Moderate,1,1.2037873340950595e7,10165.764550837697,0.0
TEGS,1,85935.98284332089,9217.616007808629,0.0
