Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6446146059913677e8,32378.837186236018,0.9323887784577278
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0810193079258092e6,3744.8106263370064,0.03295334341268037
NaturalGas_CCCCSAvgCF_Moderate,1,2.689011787770484e7,13941.041150396659,0.22018787022000919
NaturalGas_CCS100_Moderate,1,4.883185990174274e7,9639.321025869369,0.5782993652594732
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.49887641280863e7,15118.872259309026,0.2641831406251182
UtilityPV_Class1_Moderate_100_0.2,1,1.6789708378449702e8,87995.900118829,0.21780939497716906
Liion_Moderate,1,4.2292245796056904e7,33479.45053940847,0.0
TEGS,1,251631.6051775615,22810.396342658627,0.0
