Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.476278450956982e8,28737.349241221993,0.9836682781441834
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,914866.5175634453,3437.276810304226,0.030383592255466087
NaturalGas_CCCCSAvgCF_Moderate,1,2.926786899513012e7,14586.102673741907,0.2290591949233838
NaturalGas_CCS100_Moderate,1,4.857337130514958e7,9692.346116459714,0.5720911463030374
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,4.174956849481695e7,18038.061824925884,0.2642153310502283
UtilityPV_Class1_Moderate_100_0.2,1,1.947715862327906e8,102080.99308100725,0.21780939497716897
Liion_Moderate,1,4.543331200030847e7,34971.88757186073,0.0
TEGS,1,9.7832511675541e6,69273.99618708409,0.0
