Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.645767747243971e8,32121.217645708493,0.9402765641706834
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.068695003390951e6,3725.0851346235586,0.03275016331087017
NaturalGas_CCCCSAvgCF_Moderate,1,2.7067227852557268e7,13995.421938764186,0.2207769231062668
NaturalGas_CCS100_Moderate,1,4.870037035346663e7,9628.520076945497,0.5773891484837864
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.582645903019235e7,15478.959573798042,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.6919758338923305e8,88677.50000575626,0.21780939497716903
Liion_Moderate,1,4.2723076352365464e7,33816.41607345257,0.0
TEGS,1,659981.9113827823,37222.919382891356,0.0
