Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.392518026863891e7,3995.5228754312075,0.9692692531940417
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,123066.16847369718,247.2178278977345,0.05682700753666906
NaturalGas_CTAvgCF_Moderate,1,80216.89131936805,437.442347173348,0.02093345427924085
NaturalGas_CCCCSAvgCF_Moderate,1,4.671515150487302e6,2318.3157445042802,0.23002819459757193
NaturalGas_CCS100_Moderate,1,1.5029218641143095e7,2893.6715632821843,0.5929021974059068
NENGREST_nuclear_1,1,-1.793750925571658e-11,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.6509427646206948e6,836.110390517654,0.22540538672043345
UtilityPV_Class1_Moderate_100_0.2,1,4.948832363286029e7,19808.20400735779,0.2852026367855023
Liion_Moderate,1,1.264371095952893e7,10155.018818813583,0.0
TEGS,1,1.8022013637134102e6,13755.699889381482,0.0
