Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.7863417174783726e6,1162.750480725357,0.17537751285741424
NaturalGas_CTAvgCF_Moderate,1,507727.5703824686,1028.1180785707115,0.056374622250662663
NaturalGas_CCCCSAvgCF_Moderate,1,4.51350275196186e7,7733.769300252633,0.6662211144072575
NaturalGas_CCS100_Moderate,1,-9.287034224983803e-13,0.0,0.0
NENGREST_nuclear_1,1,-9.70846538404701e-10,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,770865.5994325415,390.40041313992026,0.2254053867203937
UtilityPV_Class1_Moderate_100_0.2,1,5.392292188433352e7,21583.196983630824,0.2852026367855023
Liion_Moderate,1,1.297800729929932e7,10623.28961650563,0.0
TEGS,1,645000.3714291916,12345.163095463671,0.0
