Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.5845023455163546e7,4331.790914433213,0.944620304979432
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,125749.28288277308,256.1204545715031,0.05604761631541425
NaturalGas_CTAvgCF_Moderate,1,104859.80494583062,571.6997492800327,0.020938083991326285
NaturalGas_CCCCSAvgCF_Moderate,1,4.284029567732959e6,2179.9718602168386,0.2243352219939885
NaturalGas_CCS100_Moderate,1,1.4649943817717077e7,2795.9466079137533,0.5981401830019192
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.8961280045371833e6,961.4086615489541,0.22514147959280828
UtilityPV_Class1_Moderate_100_0.2,1,4.593077643550025e7,18386.515732499967,0.2851676410802017
Liion_Moderate,1,1.2474361938118251e7,10141.413043475739,0.0
TEGS,1,938145.9668012,12700.612775163783,0.0
