Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.022434642358736e7,3549.580031303091,0.9720214296188914
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,11006.682139111628,22.493297551261744,0.055859776049379105
NaturalGas_CTAvgCF_Moderate,1,82645.48518829016,266.419254745997,0.03541191542773233
NaturalGas_CCCCSAvgCF_Moderate,1,5.814872994573799e6,2680.574960223756,0.24763280150777583
NaturalGas_CCS100_Moderate,1,1.473851047093723e7,2830.238913359328,0.5944651373142339
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.347411039446598e6,682.3885082644429,0.22540538672043384
UtilityPV_Class1_Moderate_100_0.2,1,5.5580294601126045e7,22246.57724144696,0.2852026367855023
Liion_Moderate,1,1.2194267403678108e7,9660.715878638888,0.0
TEGS,1,3.9666135418557976e6,18668.810622576144,0.0
