Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,2.6760084764598075e7,3372.4492154325385,0.9058117711285173
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,594340.4616280161,682.8910781961544,0.09935271791798686
NaturalGas_CTAvgCF_Moderate,1,290442.8010214711,983.8125535737056,0.03370110573647812
NaturalGas_CCCCSAvgCF_Moderate,1,2.5143503759462163e7,5242.643444299497,0.5474839204182209
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,1.5458681297596622e-8,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.9379055435536099e6,984.7360262066561,0.22465116348504915
UtilityPV_Class1_Moderate_100_0.2,1,4.5735474352447726e7,18316.219573001017,0.2850448772997691
Liion_Moderate,1,1.2140566284936253e7,10242.081856878365,0.0
TEGS,1,158248.58541366016,9738.10239330673,0.0
