Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.68787266118697e7,4498.218500414514,0.9359039134650077
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,94179.89848427377,195.35397766371727,0.055034098064106016
NaturalGas_CTAvgCF_Moderate,1,133038.94483408428,668.1714315120774,0.02272933777604577
NaturalGas_CCCCSAvgCF_Moderate,1,4.209498985615133e6,2140.3105130420936,0.22451714877576523
NaturalGas_CCS100_Moderate,1,1.4250986548316678e7,2720.62770659015,0.5979594137401948
NENGREST_nuclear_1,1,3.3469405025243765e-12,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,2.040026667363771e6,1034.1165450022859,0.22519681913401832
UtilityPV_Class1_Moderate_100_0.2,1,4.435182534505614e7,17753.027120172377,0.2851904481742265
Liion_Moderate,1,1.2286711645601355e7,10054.662699460794,0.0
TEGS,1,676237.4347792247,12188.709389433692,0.0
