Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.392518026863849e7,3995.522875431161,0.9692692531940411
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,123066.16847369866,247.21782789772428,0.0568270075366721
NaturalGas_CTAvgCF_Moderate,1,80216.89131935038,437.44234717335036,0.020933454279236124
NaturalGas_CCCCSAvgCF_Moderate,1,4.6715151504874155e6,2318.3157445042934,0.2300281945975762
NaturalGas_CCS100_Moderate,1,1.5029218641143162e7,2893.671563282199,0.5929021974059064
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.6509427646206706e6,836.1103905176756,0.22540538672042432
UtilityPV_Class1_Moderate_100_0.2,1,4.948832363286063e7,19808.204007357923,0.28520263678550234
Liion_Moderate,1,1.2643710959528958e7,10155.018818813609,0.0
TEGS,1,1.8022013637134298e6,13755.699889381578,0.0
