Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.744860551628995e7,4692.135000312712,0.9110895077247564
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,104369.87241368304,207.5052032347385,0.05741720598455429
NaturalGas_CTAvgCF_Moderate,1,145253.47050444726,726.5645737309488,0.022821710559696895
NaturalGas_CCCCSAvgCF_Moderate,1,3.926485921351729e6,2032.1612275755667,0.22056763035009203
NaturalGas_CCS100_Moderate,1,1.4256283797744684e7,2711.526219004761,0.600189533802156
NENGREST_nuclear_1,1,2.2737367544323206e-13,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,2.034284878227941e6,1034.2291873442198,0.22453852976620992
UtilityPV_Class1_Moderate_100_0.2,1,4.234151596703355e7,16960.19203268134,0.28499125361416155
Liion_Moderate,1,1.2063573535056511e7,9961.637634990486,0.0
TEGS,1,229056.09721798482,9864.787064333932,0.0
