Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NENGREST_biomass_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0,0.0,1860.2999082257572,1860.2999082257572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,0,0.0,2632.9896263057735,2632.9896263057735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCCCSAvgCF_Moderate,1,0,0.0,6690.644106003901,6690.644106003901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalGas_CCS100_Moderate,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENGREST_nuclear_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,0,0.0,17130.76387623602,17130.76387623602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UtilityPV_Class1_Moderate_100_0.2,1,0,0.0,7399.4264219257775,7399.4264219257775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liion_Moderate,1,0,0.0,131.35943741290146,131.35943741290146,0.0,0.0,428.3459915638091,428.3459915638091,0.0,0.0,0.0,0.0
TEGS,1,0,0.0,3064.8184900610554,3064.8184900610554,0.0,0.0,91944.55470183166,91944.55470183166,0.0,0.0,9372.785936413438,9372.785936413438
Total,n/a,0,0.0,38910.30186617118,38910.30186617118,0.0,0.0,92372.90069339547,92372.90069339547,0.0,0.0,9372.785936413438,9372.785936413438
