Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6364502953297326e8,31979.430483063275,0.9411194666052003
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0702096617664804e6,3720.646337502649,0.03283570692587536
NaturalGas_CCCCSAvgCF_Moderate,1,2.7047117665921062e7,13984.939753606452,0.22077824890251058
NaturalGas_CCS100_Moderate,1,4.927771606040333e7,9729.835503766211,0.5781505813104466
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.6402619451195054e7,15727.89190219833,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.691431525965881e8,88648.9724906559,0.21780939497716895
Liion_Moderate,1,4.263059838784159e7,33733.12851652866,0.0
TEGS,1,788238.0824195176,37204.77838135633,0.0
