Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,2.655327629583866e7,3344.321834265571,0.9063708800765464
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,600698.1363245879,690.5693137031305,0.09929900627162058
NaturalGas_CTAvgCF_Moderate,1,289711.71935866756,979.9545176310514,0.03374862147887069
NaturalGas_CCCCSAvgCF_Moderate,1,2.508687968742855e7,5242.638002213802,0.5462515340305827
NaturalGas_CCS100_Moderate,1,-7.566039910329389e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.9957726235207291e6,1012.5510556898678,0.22500388872166158
UtilityPV_Class1_Moderate_100_0.2,1,4.609118175593175e7,18450.39472482493,0.2851727839556699
Liion_Moderate,1,1.2221736166527165e7,10294.15744517471,0.0
TEGS,1,197795.10698342102,9836.516984056303,0.0
