Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,-3.8729604440553786e-11,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,88275.35365029244,132.2012309521435,0.07622542613999092
NaturalGas_CTAvgCF_Moderate,1,599553.7729624881,2250.143960573026,0.030416814534821385
NaturalGas_CCCCSAvgCF_Moderate,1,2.8197532008861855e7,7487.380552052837,0.4299095425517081
NaturalGas_CCS100_Moderate,1,4.597511275289205e6,750.0634539144344,0.6997142062018529
NENGREST_nuclear_1,1,4.728014780074392e-9,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,5.694449078021645e7,18059.74668509715,0.3599448408380852
UtilityPV_Class1_Moderate_100_0.2,1,1.0729895483223865e7,8518.845918062261,0.14378402020547942
Liion_Moderate,1,-3.1480323694949727e-11,0.0,0.0
TEGS,1,3.9065110702248584e6,3952.9329902170775,0.0
