Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.392518026863849e7,3995.5228754311615,0.9692692531940409
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,123066.16847370453,247.21782789773727,0.05682700753667182
NaturalGas_CTAvgCF_Moderate,1,80216.89131937143,437.4423471733404,0.020933454279242092
NaturalGas_CCCCSAvgCF_Moderate,1,4.671515150487327e6,2318.315744504287,0.2300281945975725
NaturalGas_CCS100_Moderate,1,1.502921864114317e7,2893.671563282204,0.5929021974059058
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.6509427646207477e6,836.1103905176794,0.2254053867204338
UtilityPV_Class1_Moderate_100_0.2,1,4.948832363286059e7,19808.204007357916,0.28520263678550223
Liion_Moderate,1,1.2643710959528968e7,10155.018818813605,0.0
TEGS,1,1.802201363713429e6,13755.699889381562,0.0
