Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.611727904158582e8,30339.099866488552,0.982700396928851
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,975323.9060116251,3590.959996971735,0.031005175643562977
NaturalGas_CCCCSAvgCF_Moderate,1,2.8385813196507566e7,14389.7516674689,0.22518732144836856
NaturalGas_CCS100_Moderate,1,4.667699812027374e7,9381.686141795497,0.5679602112476823
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.674796601856594e7,15877.100216388097,0.2642153310502283
UtilityPV_Class1_Moderate_100_0.2,1,1.858300653785586e8,97394.68669459417,0.21780939497716892
Liion_Moderate,1,4.690983850839423e7,36532.40939520416,0.0
TEGS,1,5.353260794923891e6,68339.70094989873,0.0
