Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.743625441038508e6,2743.151024702008,0.3638628530187641
NaturalGas_CTAvgCF_Moderate,1,801569.4313697101,1402.0639064877384,0.06526333023907775
NaturalGas_CCCCSAvgCF_Moderate,1,3.948852689899163e7,6022.594551859639,0.7484851697301173
NaturalGas_CCS100_Moderate,1,-3.456079866737127e-11,0.0,0.0
NENGREST_nuclear_1,1,3.444567676326213e-7,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,704183.777309542,356.62979096508656,0.22540538672061622
UtilityPV_Class1_Moderate_100_0.2,1,5.193637272810821e7,20788.060513681234,0.2852026367855023
Liion_Moderate,1,1.278827824910975e7,10097.155682608107,0.0
TEGS,1,456325.64142295666,11534.24996141854,0.0
