Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.7906974157164611e6,1147.0960867391998,0.17820435059693254
NaturalGas_CTAvgCF_Moderate,1,518060.99094800855,979.8506935187944,0.06035550407780278
NaturalGas_CCCCSAvgCF_Moderate,1,4.494116801951514e7,7774.1244208489725,0.6599161582883708
NaturalGas_CCS100_Moderate,1,2.011184855108106e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,469789.49092436087,237.92216370881346,0.22540538672037103
UtilityPV_Class1_Moderate_100_0.2,1,5.484565240074305e7,21952.529241648917,0.28520263678550234
Liion_Moderate,1,1.275111905700548e7,10336.898579540532,0.0
TEGS,1,896691.7468400674,12626.512327201504,0.0
