region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
ERC_REST,ERC_REST_biomass_1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,3,5.685425577564161e9,0.0,1.6028082821975012e9,0.0,7.498367150199416e8,1.1170430019159477e10,0.0,2.5713480076499682e7,0.0,1.923421407401726e10,0.0,0.0,0.0,0.0,0.0,1.923421407401726e10,1.9234214074017582e10,-0.0003204345703125
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,4,1.427448345051267e9,0.0,3.9027558912368864e8,0.0,1.2344418733677484e8,1.002892673412668e9,0.0,2.8775741279744096e7,0.0,2.9728365362041826e9,0.0,0.0,0.0,0.0,0.0,2.9728365362041826e9,2.9728365362041426e9,4.00543212890625e-5
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_REST,NaturalGas_CCS100_Moderate,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC_REST,ERC_nuclear_1,1,1,7,0.0,0.0,0.0,0.0,3.136962480234691e-10,9.758928019330089e-10,0.0,-3.4748097869906702e-9,0.0,1.3410636888481275e-8,0.0,0.0,0.0,0.0,0.0,1.3410636888481275e-8,-2.1852207370341923e-9,1.559585762551547e-8
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,8,1.7513534476422608e8,0.0,6.59426560266267e7,0.0,0.0,0.0,0.0,0.0,0.0,2.4107800079085383e8,0.0,0.0,0.0,0.0,0.0,2.4107800079085383e8,2.410780007908528e8,1.043081283569336e-6
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,9,3.7784616607385454e9,0.0,1.0653225927119929e9,0.0,0.0,0.0,0.0,0.0,0.0,4.843784253450528e9,0.0,0.0,0.0,0.0,0.0,4.843784253450528e9,4.843784253450539e9,-1.049041748046875e-5
ERC_REST,Liion_Moderate,1,1,10,3.1584250638576573e8,7.076001115532603e8,9.413638274300765e7,2.1093522799822083e8,0.0,0.0,3.8650909379478786e6,0.0,7.361264367157613e8,2.068505756333965e9,0.0,0.0,0.0,0.0,0.0,2.068505756333965e9,2.0685057563339639e9,1.1920928955078125e-6
ERC_REST,TEGS,1,1,11,4.402819913916235e7,7.715603965460621e6,1.1007519789905442e7,1.9251409504463146e6,0.0,0.0,86866.52985418358,0.0,1.0166797833231816e7,7.493012820806089e7,0.0,0.0,0.0,0.0,0.0,7.493012820806089e7,7.493012820806073e7,1.6391277313232422e-7
