Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6819921676226753e8,31715.580656795755,0.9653409558151699
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.069633404078575e6,3823.7752479577193,0.03193290974337454
NaturalGas_CCCCSAvgCF_Moderate,1,2.7044742570478052e7,13992.19456684648,0.2206444003792441
NaturalGas_CCS100_Moderate,1,4.845030117718752e7,9704.794454506073,0.5699096796632971
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.613850240740909e7,15613.779116447753,0.2642153310502283
UtilityPV_Class1_Moderate_100_0.2,1,1.7214914036955005e8,90224.42927564387,0.21780939497716897
Liion_Moderate,1,4.326025028745304e7,34066.925228410255,0.0
TEGS,1,2.37417039607064e6,55517.614288379256,0.0
