Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,1.1508304143915324e7,1337.4121656960617,0.9822950496926915
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,280433.59309448116,334.4624767775585,0.09571467495147254
NaturalGas_CTAvgCF_Moderate,1,296598.88414108724,650.1192593997508,0.05208016778135619
NaturalGas_CCCCSAvgCF_Moderate,1,2.8377879059545547e7,6492.441385623364,0.49896236538699085
NaturalGas_CCS100_Moderate,1,4.0252980498189407e-11,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,2.6062758524238854e6,1319.933293549107,0.22540538672043392
UtilityPV_Class1_Moderate_100_0.2,1,6.977003343529214e7,27926.164283503418,0.2852026367855022
Liion_Moderate,1,1.0876453236781813e7,8485.490810278514,0.0
TEGS,1,8.114878615274429e6,39018.54800223762,0.0
