Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.5567061089405357e6,1050.1038465998167,0.16922724109153536
NaturalGas_CTAvgCF_Moderate,1,531377.756306488,1300.1714390462064,0.04665504825017623
NaturalGas_CCCCSAvgCF_Moderate,1,4.717772751892882e7,7934.543707993325,0.6787517381479125
NaturalGas_CCS100_Moderate,1,-2.3646862246096134e-11,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.320201438968658e6,672.3214736206367,0.2241605135877966
UtilityPV_Class1_Moderate_100_0.2,1,5.0263572430341676e7,20157.77704091496,0.28464699864528453
Liion_Moderate,1,1.219844142012587e7,10157.681004624228,0.0
TEGS,1,130955.5090962306,11085.558480446394,0.0
