Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.5691785519191583e6,1051.6257595919606,0.17033623420348043
NaturalGas_CTAvgCF_Moderate,1,542012.7263706182,1266.130235320445,0.048868273716799686
NaturalGas_CCCCSAvgCF_Moderate,1,4.689927883070851e7,7911.98470515349,0.676669527658467
NaturalGas_CCS100_Moderate,1,2.3646862246096134e-11,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.0125010896813319e6,513.6012053525295,0.22504292234737602
UtilityPV_Class1_Moderate_100_0.2,1,5.1091865469844684e7,20455.10168343411,0.2851320332826309
Liion_Moderate,1,1.246084478748789e7,10358.822895201658,0.0
TEGS,1,202754.51020070672,11291.666895874501,0.0
