Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,-5.409083808879824e-12,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,-6.316724920907291e-12,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.9211921074589177e6,1194.1911277229078,0.18365080967929406
NaturalGas_CTAvgCF_Moderate,1,507070.0682551202,862.7496878935409,0.06709328534137947
NaturalGas_CCCCSAvgCF_Moderate,1,4.3738968921936944e7,7634.565697447257,0.6540035386198557
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,853493.7345242401,432.2469530562526,0.225405386720393
UtilityPV_Class1_Moderate_100_0.2,1,5.620132186380967e7,22495.14970885632,0.28520263678550106
Liion_Moderate,1,1.277126974652696e7,10266.41828782746,0.0
TEGS,1,1.2817083403358753e6,13276.975538935596,0.0
