Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.5567061089404603e6,1050.103846599822,0.16922724109152631
NaturalGas_CTAvgCF_Moderate,1,531377.7563065534,1300.1714390462005,0.046655048250182185
NaturalGas_CCCCSAvgCF_Moderate,1,4.7177727518928826e7,7934.54370799333,0.6787517381479121
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.320264005447642e6,672.3214736206274,0.2241711369166709
UtilityPV_Class1_Moderate_100_0.2,1,5.0263509863862924e7,20157.777040914956,0.2846466443258534
Liion_Moderate,1,1.219844142012586e7,10157.681004624224,0.0
TEGS,1,130955.50909623035,11085.558480446387,0.0
