Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.647036549313114e8,32353.42274261639,0.9339757480116017
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0815835970461324e6,3754.7479900284075,0.03288328470493458
NaturalGas_CCCCSAvgCF_Moderate,1,2.6884489456926256e7,13927.240392243419,0.22035992481878014
NaturalGas_CCS100_Moderate,1,4.885585042307664e7,9644.550573535658,0.5782697526708985
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.507841812039074e7,15155.76561838625,0.2642153310502284
UtilityPV_Class1_Moderate_100_0.2,1,1.679902770770183e8,88044.74329987541,0.217809394977169
Liion_Moderate,1,4.2324560729484886e7,33503.67971581375,0.0
TEGS,1,326173.94035777583,30711.606206824865,0.0
