Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.4413838539653614e7,4119.088853736995,0.9537352848494377
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,110151.47382593057,223.8870542317925,0.056163895681046766
NaturalGas_CTAvgCF_Moderate,1,103493.47658952569,532.026121366125,0.02220628525015488
NaturalGas_CCCCSAvgCF_Moderate,1,4.470869024449738e6,2262.1793571129256,0.22561127821376825
NaturalGas_CCS100_Moderate,1,1.4928476461410789e7,2865.3515971300394,0.5947486449202286
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.919612969832229e6,972.1768581225939,0.22540538672043378
UtilityPV_Class1_Moderate_100_0.2,1,4.783619200414402e7,19147.01207150826,0.2852012884043912
Liion_Moderate,1,1.2668083569502113e7,10235.175356318037,0.0
TEGS,1,1.289248541754827e6,13233.132707340075,0.0
