Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.59687203848827e6,2681.4589005012062,0.3659866225814553
NaturalGas_CTAvgCF_Moderate,1,795219.6402343224,1586.4544473905523,0.057220992315889875
NaturalGas_CCCCSAvgCF_Moderate,1,4.1154778316091664e7,6167.227712721662,0.7617740536249913
NaturalGas_CCS100_Moderate,1,9.622453944757581e-12,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,943846.1059665263,481.68099296529437,0.22368536612227988
UtilityPV_Class1_Moderate_100_0.2,1,4.910763831346753e7,19714.573039031144,0.28435283754529184
Liion_Moderate,1,1.2436485859893652e7,9885.704206986313,0.0
TEGS,1,93293.6691911003,10536.179345536088,0.0
