Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.6878726611869685e7,4498.218500414511,0.9359039134650077
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,94179.89848427445,195.35397766372145,0.055034098064105245
NaturalGas_CTAvgCF_Moderate,1,133038.944834082,668.17143151205,0.022729337776046316
NaturalGas_CCCCSAvgCF_Moderate,1,4.209498985615168e6,2140.3105130420995,0.22451714877576645
NaturalGas_CCS100_Moderate,1,1.4250986548316667e7,2720.6277065901427,0.597959413740196
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,2.0402018035662659e6,1034.1165450022906,0.2252161522713473
UtilityPV_Class1_Moderate_100_0.2,1,4.435165020885367e7,17753.02712017238,0.2851893220160202
Liion_Moderate,1,1.2286711645601358e7,10054.662699460792,0.0
TEGS,1,676237.4347792256,12188.709389433718,0.0
