Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6457677472439724e8,32121.21764570858,0.9402765641706815
ERC_REST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0686950033909623e6,3725.08513462363,0.032750163310869884
NaturalGas_CCCCSAvgCF_Moderate,1,2.706722785255725e7,13995.42193876416,0.22077692310626704
NaturalGas_CCS100_Moderate,1,4.870037035346634e7,9628.520076945464,0.5773891484837849
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.5826459030192114e7,15478.95957379794,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.6919758338923302e8,88677.50000575624,0.21780939497716903
Liion_Moderate,1,4.272307635236523e7,33816.41607345233,0.0
TEGS,1,659981.9113827867,37222.919382891385,0.0
