Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.7034048945905294e6,1119.6745282659147,0.17366887307768653
NaturalGas_CTAvgCF_Moderate,1,524717.8189256347,1150.2886241232022,0.05207327373472135
NaturalGas_CCCCSAvgCF_Moderate,1,4.5754435659704536e7,7776.973690803648,0.6716120307504649
NaturalGas_CCS100_Moderate,1,3.4490637647520216e-11,0.0,0.0
NENGREST_nuclear_1,1,1.5642221761341252e-11,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.0481564718233084e6,530.832767652698,0.22540538672043156
UtilityPV_Class1_Moderate_100_0.2,1,5.259806897551323e7,21052.91115515248,0.2852026367855029
Liion_Moderate,1,1.286149172478954e7,10607.391816882415,0.0
TEGS,1,383260.46237746667,11896.713873010995,0.0
