Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.726065119036705e7,4605.892914353783,0.9234906398015797
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,119836.17645015486,240.4729259093457,0.05688760498413836
NaturalGas_CTAvgCF_Moderate,1,132455.86547097517,670.7744620605645,0.0225419025965327
NaturalGas_CCCCSAvgCF_Moderate,1,3.9483233395162015e6,2034.0385431959305,0.22158962715737934
NaturalGas_CCS100_Moderate,1,1.4309173852133408e7,2734.621355496038,0.5973285228082802
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.972083572196688e6,1002.050246241042,0.22466308081929226
UtilityPV_Class1_Moderate_100_0.2,1,4.331732891136756e7,17342.901416248806,0.28512533410502183
Liion_Moderate,1,1.2268461203580562e7,10102.275359471467,0.0
TEGS,1,408853.6590712991,11856.452263076786,0.0
