Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.6636943403173105e6,1097.7078166561448,0.17301456941450757
NaturalGas_CTAvgCF_Moderate,1,533011.2935144688,1188.5496866702122,0.05119351656462213
NaturalGas_CCCCSAvgCF_Moderate,1,4.604942484216222e7,7800.970123139921,0.6738628112659916
NaturalGas_CCS100_Moderate,1,1.0291634623250592e-11,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.1079266773274133e6,561.3733533306279,0.22529684985287726
UtilityPV_Class1_Moderate_100_0.2,1,5.211960845835785e7,20861.86212942344,0.2851963528496225
Liion_Moderate,1,1.2776972871137688e7,10570.982842548856,0.0
TEGS,1,308172.7147986556,11723.782633834024,0.0
