Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,2.5760453775272475e-12,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.649615381108757e6,2706.0984363551165,0.3648791939136729
NaturalGas_CTAvgCF_Moderate,1,805758.0288759075,1515.766700733466,0.060683157969588924
NaturalGas_CCCCSAvgCF_Moderate,1,4.04545808452771e7,6098.152691722802,0.7572953761041653
NaturalGas_CCS100_Moderate,1,4.2556394322681006e-10,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,722511.8847676399,366.27927057370414,0.22517934342617876
UtilityPV_Class1_Moderate_100_0.2,1,5.048574815440162e7,20208.468345643698,0.2851880291500297
Liion_Moderate,1,1.2733910521242056e7,10105.722753109194,0.0
TEGS,1,225988.8778949248,10962.578690332623,0.0
