Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.7582612821246958e6,1148.8238379355928,0.17471326029767287
NaturalGas_CTAvgCF_Moderate,1,512980.0939533917,1094.302164566553,0.05351298147076377
NaturalGas_CCCCSAvgCF_Moderate,1,4.534492817421199e7,7743.424259278736,0.6684848318261957
NaturalGas_CCS100_Moderate,1,-6.970421779122116e-11,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,939866.2922776523,475.98983411832904,0.2254053867204298
UtilityPV_Class1_Moderate_100_0.2,1,5.336148671027085e7,21358.476854752684,0.28520263678550223
Liion_Moderate,1,1.294589760659043e7,10636.732844913426,0.0
TEGS,1,498393.1628335306,12169.903420168743,0.0
