Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,1.5691785519190803e6,1051.6257595919149,0.17033623420347938
NaturalGas_CTAvgCF_Moderate,1,542012.726370648,1266.1302353204683,0.048868273716801476
NaturalGas_CCCCSAvgCF_Moderate,1,4.6899278830708526e7,7911.984705153512,0.6766695276584653
NaturalGas_CCS100_Moderate,1,4.320099833421409e-12,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.0125010896812842e6,513.601205352537,0.22504292234736212
UtilityPV_Class1_Moderate_100_0.2,1,5.1091865469844684e7,20455.101683434103,0.28513203328263104
Liion_Moderate,1,1.2460844787487872e7,10358.822895201652,0.0
TEGS,1,202754.51020070695,11291.6668958745,0.0
