Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,2.456973673162792e7,2888.0840503193053,0.9711505684090873
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,81596.19755670629,282.5554539701808,0.03296568618089584
NaturalGas_CCCCSAvgCF_Moderate,1,5.944941226873205e6,2726.197769249313,0.24893507963010048
NaturalGas_CCS100_Moderate,1,1.6618908307835802e7,3235.617130586759,0.5863288439307391
NENGREST_nuclear_1,1,-3.5561242839321495e-12,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.706044030985664e6,864.0161073756469,0.22540538672046104
UtilityPV_Class1_Moderate_100_0.2,1,6.297284919411862e7,25205.522276640975,0.2852026367855023
Liion_Moderate,1,9.94545962863327e6,7716.365418088319,0.0
TEGS,1,7.589742837490143e6,29158.911099918627,0.0
