Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,3.832101441078668e7,4799.090929131123,0.9115361823024303
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,90507.03889926546,181.2777695528806,0.05699459884743342
NaturalGas_CTAvgCF_Moderate,1,152454.09720053896,763.918725976984,0.022781789687415687
NaturalGas_CCCCSAvgCF_Moderate,1,3.967390343502624e6,2047.894589647205,0.22115319964643984
NaturalGas_CCS100_Moderate,1,1.403387365848573e7,2655.119420461531,0.6033778969138719
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,1.9774154913623063e6,1006.296288731207,0.22431997867375236
UtilityPV_Class1_Moderate_100_0.2,1,4.140669424042845e7,16589.90589680182,0.284919734286667
Liion_Moderate,1,1.1862376785811825e7,9826.23759238714,0.0
TEGS,1,143005.188285943,9133.772743562608,0.0
