Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.59687203849022e6,2681.458900502154,0.36598662258140896
NaturalGas_CTAvgCF_Moderate,1,795219.6402328623,1586.4544473895926,0.05722099231581943
NaturalGas_CCCCSAvgCF_Moderate,1,4.1154778316072956e7,6167.227712721648,0.7617740536246468
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,943846.1059660421,481.68099296528425,0.22368536612216985
UtilityPV_Class1_Moderate_100_0.2,1,4.9107638313467994e7,19714.57303903125,0.28435283754529295
Liion_Moderate,1,1.243648585989365e7,9885.70420698638,0.0
TEGS,1,93293.66919109973,10536.179345536182,0.0
