Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENGREST_biomass_1,1,0.0,0.0,0.0
NENGREST_conventional_hydroelectric_1,1,0.0,0.0,0.0
NENGREST_hydroelectric_pumped_storage_1,1,0.0,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,8.658044970502997e6,2715.7350699228678,0.3639387762631414
NaturalGas_CTAvgCF_Moderate,1,791873.5415126516,1508.393198961697,0.05992901788867242
NaturalGas_CCCCSAvgCF_Moderate,1,4.0562612900908835e7,6104.9988275578,0.758466200150468
NaturalGas_CCS100_Moderate,1,0.0,0.0,0.0
NENGREST_nuclear_1,1,0.0,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,621926.9521593136,315.4618712449399,0.22505486046623316
UtilityPV_Class1_Moderate_100_0.2,1,5.040658367760066e7,20180.79327063342,0.2851313197523071
Liion_Moderate,1,1.281094838557911e7,10183.122098568127,0.0
TEGS,1,184027.2843160337,10906.218725059305,0.0
